nodes,1_metadata_mismatches,2_metadata_mismatches,3_metadata_mismatches,4_metadata_mismatches,5_metadata_mismatches,6_metadata_mismatches,7_metadata_mismatches,8_metadata_mismatches,9_metadata_mismatches,10_metadata_mismatches,20_metadata_mismatches,30_metadata_mismatches,40_metadata_mismatches,50_metadata_mismatches,60_metadata_mismatches,70_metadata_mismatches,80_metadata_mismatches,90_metadata_mismatches,100_metadata_mismatches,200_metadata_mismatches,300_metadata_mismatches,400_metadata_mismatches,500_metadata_mismatches,600_metadata_mismatches,700_metadata_mismatches,800_metadata_mismatches,900_metadata_mismatches,1000_metadata_mismatches
1,373.67663699999997,26.573344,17.710561,15.053749999999999,13.846921,65.033376,15.606193,14.271173,14.029307999999999,15.913791999999999,15.777695,14.964068,15.510278,18.267112,17.783652,17.230247,15.349262999999999,19.684711,17.023077,21.172518,25.76408,30.560299999999998,35.656816,36.14319,45.167586,47.419399,51.617579,62.412431999999995
1,6.894829,12.497202,15.546700999999999,16.040491,18.84797,17.48911,13.236194,12.805123,13.114002999999999,17.146759,12.092239,16.63508,20.693365,17.894855,14.589089999999999,19.702956,16.449709,15.882615999999999,20.467595,19.998262,23.754141,27.630166,33.870855,35.497669,42.214979,51.935207,50.339209,99.61267
1,4.918493,11.614251999999999,11.082618,11.256176,11.221624,11.721001999999999,12.298256,11.518246999999999,12.448701999999999,11.443837,12.594280999999999,16.452545999999998,12.627766999999999,53.016189,14.047697,14.493542,14.499832,14.088135999999999,17.666238,18.525496,21.978047999999998,27.403432,29.412087999999997,35.930412,40.760062,47.872892,51.924122999999994,57.226952999999995
1,4.844296,11.160789,11.722845,12.671361,12.057654999999999,11.774301999999999,50.684512999999995,12.386930999999999,14.064416,12.814134,12.190318,11.537072,13.190437,13.621908999999999,13.860432,15.255913999999999,14.633046,14.961922,13.915507999999999,17.342143,22.285906999999998,29.960586,30.986455999999997,36.748318,39.294858999999995,47.125330999999996,52.390668999999995,56.516808999999995
1,6.559168,11.753523999999999,12.773811,11.326376,13.391943,11.612472,14.707493999999999,11.811335999999999,13.834678,11.86714,11.666177,13.136712999999999,12.781220999999999,12.609415,13.797077,14.809159,14.750734999999999,16.591202,14.011356999999999,18.19261,21.708723,27.59574,29.712245,34.500306,41.551747,89.01470499999999,50.747201,59.090368
1,28.128739,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.651608,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.69686,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.471606999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.762592,,,,,,,,,,,,,,,,,,,,,,,,,,,
