nodes,1_metadata_mismatches,2_metadata_mismatches,3_metadata_mismatches,4_metadata_mismatches,5_metadata_mismatches,6_metadata_mismatches,7_metadata_mismatches,8_metadata_mismatches,9_metadata_mismatches,10_metadata_mismatches,20_metadata_mismatches,30_metadata_mismatches,40_metadata_mismatches,50_metadata_mismatches,60_metadata_mismatches,70_metadata_mismatches,80_metadata_mismatches,90_metadata_mismatches,100_metadata_mismatches,200_metadata_mismatches,300_metadata_mismatches,400_metadata_mismatches,500_metadata_mismatches,600_metadata_mismatches,700_metadata_mismatches,800_metadata_mismatches,900_metadata_mismatches,1000_metadata_mismatches
1,2.094097,0.22358699999999998,0.124737,0.14646599999999999,0.193898,0.258919,0.133352,0.235403,0.15087799999999998,0.14587999999999998,0.164128,0.20110499999999998,0.276377,0.29849899999999996,0.29425999999999997,0.410437,0.355548,0.364475,0.4104,0.6746519999999999,0.9421379999999999,1.432358,1.5212489999999999,1.763958,2.3018419999999997,2.386449,4.925204,3.007201
1,0.127681,0.098456,0.11478899999999999,0.163553,0.218129,0.164582,0.17416099999999998,0.17219099999999998,0.168103,0.230794,0.15295499999999998,0.180392,0.23876799999999998,0.293882,0.307201,0.494702,0.35153599999999996,0.336175,0.357246,0.685551,0.9341919999999999,1.263189,1.446829,1.749226,2.158019,2.394738,2.700434,7.065436
1,0.130655,0.11018199999999999,0.11389099999999999,0.12096599999999999,0.11055,0.164686,0.169059,0.126226,0.12239499999999999,0.120297,0.146971,0.196151,0.23302099999999998,0.23051,0.304191,0.519678,0.411587,0.33172799999999997,0.421116,0.7055389999999999,1.11748,1.221743,1.549202,1.72753,2.203192,2.433942,2.66328,2.959578
1,0.154155,0.10678299999999999,0.123165,0.12096699999999999,0.11872999999999999,0.11756699999999999,0.120541,0.137548,0.154438,0.13580799999999998,0.161436,0.199183,0.244881,0.232734,0.24805,0.326667,0.294759,0.426635,0.342925,0.6492399999999999,0.909146,1.2587009999999998,1.530348,1.7840079999999998,2.063781,2.369329,2.6851119999999997,2.9982059999999997
1,0.12778,0.116044,0.146731,0.13194799999999998,0.158603,0.116947,0.16069899999999998,0.142805,0.130845,0.13483499999999998,0.172322,0.191911,0.21993,0.28745899999999996,0.32447,0.3402,0.360788,0.40335499999999996,0.37072099999999997,0.62603,3.403877,1.342998,1.532702,1.864857,2.08032,2.449192,2.802753,2.972577
1,0.231958,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.151362,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.106968,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.334929,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.147862,,,,,,,,,,,,,,,,,,,,,,,,,,,
