metadata,1_nodes
1,31.492988999999998
1,10.993908
1,10.716182
1,10.408121999999999
1,12.483217
1,76.32039999999999
1,38.294182
1,35.722377
1,34.929322
1,69.647363
2,64.680571
2,90.72449499999999
2,36.005863999999995
2,36.532755
2,37.341834
2,
2,
2,
2,
2,
3,60.05169
3,52.322131999999996
3,46.391405999999996
3,36.414916999999996
3,37.655615999999995
3,
3,
3,
3,
3,
4,51.466885999999995
4,50.799938999999995
4,36.58968
4,40.412313999999995
4,38.606387
4,
4,
4,
4,
4,
5,51.313153
5,47.928563999999994
5,36.095259
5,36.071643
5,38.812045
5,
5,
5,
5,
5,
6,46.070994999999996
6,46.207662
6,38.498250999999996
6,38.702752
6,37.577114
6,
6,
6,
6,
6,
7,50.680609
7,41.160982
7,36.597573
7,37.390868
7,39.266131
7,
7,
7,
7,
7,
8,46.479563999999996
8,45.653355
8,41.343128
8,35.504061
8,41.162597
8,
8,
8,
8,
8,
9,50.105543
9,44.274674
9,37.982546
9,39.647234
9,42.277074
9,
9,
9,
9,
9,
10,44.180378999999995
10,42.816041
10,38.712295
10,40.489528
10,38.619056
10,
10,
10,
10,
10,
20,48.049509
20,40.495238
20,37.544267
20,36.84427
20,35.180353
20,
20,
20,
20,
20,
30,94.30324
30,42.159631999999995
30,34.507366999999995
30,38.598675
30,48.680157
30,
30,
30,
30,
30,
40,44.516179
40,38.864562
40,34.648271
40,38.461919
40,42.096263
40,
40,
40,
40,
40,
50,44.371243
50,39.526241
50,39.438843
50,41.736173
50,78.201747
50,
50,
50,
50,
50,
60,48.929733999999996
60,45.133388
60,47.749888999999996
60,38.232461
60,36.194874
60,
60,
60,
60,
60,
70,45.143868
70,38.953685
70,38.69254
70,40.375965
70,40.85344
70,
70,
70,
70,
70,
80,42.790397
80,45.993322
80,40.621974
80,39.218514
80,38.61306
80,
80,
80,
80,
80,
90,45.812667
90,41.863042
90,42.534127
90,37.651579999999996
90,41.375015
90,
90,
90,
90,
90,
100,49.077711
100,41.706541
100,38.772951
100,41.461078
100,42.064344
100,
100,
100,
100,
100,
200,50.235101
200,89.764382
200,58.531881999999996
200,42.972915
200,42.000803999999995
200,
200,
200,
200,
200,
300,47.18222
300,53.620373
300,43.404547
300,44.518173999999995
300,43.677232
300,
300,
300,
300,
300,
400,56.677679999999995
400,57.396305999999996
400,49.132458
400,88.25292999999999
400,51.481192
400,
400,
400,
400,
400,
500,69.192078
500,53.715211
500,51.113031
500,49.294003
500,52.463392999999996
500,
500,
500,
500,
500,
600,112.122649
600,54.924094999999994
600,53.513771
600,53.240955
600,55.043006999999996
600,
600,
600,
600,
600,
700,68.962245
700,68.864408
700,60.730666
700,59.974607
700,61.12576
700,
700,
700,
700,
700,
800,70.55192199999999
800,71.60441399999999
800,105.248151
800,68.269973
800,63.547593
800,
800,
800,
800,
800,
900,89.176009
900,70.30542799999999
900,68.952187
900,67.01411999999999
900,66.668043
900,
900,
900,
900,
900,
1000,80.492865
1000,69.900465
1000,68.310737
1000,67.751211
1000,71.084717
1000,
1000,
1000,
1000,
1000,
