nodes,1_metadata_mismatches,2_metadata_mismatches,3_metadata_mismatches,4_metadata_mismatches,5_metadata_mismatches,6_metadata_mismatches,7_metadata_mismatches,8_metadata_mismatches,9_metadata_mismatches,10_metadata_mismatches,20_metadata_mismatches,30_metadata_mismatches,40_metadata_mismatches,50_metadata_mismatches,60_metadata_mismatches,70_metadata_mismatches,80_metadata_mismatches,90_metadata_mismatches,100_metadata_mismatches,200_metadata_mismatches,300_metadata_mismatches,400_metadata_mismatches,500_metadata_mismatches,600_metadata_mismatches,700_metadata_mismatches,800_metadata_mismatches,900_metadata_mismatches,1000_metadata_mismatches
1,31.492988999999998,64.680571,60.05169,51.466885999999995,51.313153,46.070994999999996,50.680609,46.479563999999996,50.105543,44.180378999999995,48.049509,94.30324,44.516179,44.371243,48.929733999999996,45.143868,42.790397,45.812667,49.077711,50.235101,47.18222,56.677679999999995,69.192078,112.122649,68.962245,70.55192199999999,89.176009,80.492865
1,10.993908,90.72449499999999,52.322131999999996,50.799938999999995,47.928563999999994,46.207662,41.160982,45.653355,44.274674,42.816041,40.495238,42.159631999999995,38.864562,39.526241,45.133388,38.953685,45.993322,41.863042,41.706541,89.764382,53.620373,57.396305999999996,53.715211,54.924094999999994,68.864408,71.60441399999999,70.30542799999999,69.900465
1,10.716182,36.005863999999995,46.391405999999996,36.58968,36.095259,38.498250999999996,36.597573,41.343128,37.982546,38.712295,37.544267,34.507366999999995,34.648271,39.438843,47.749888999999996,38.69254,40.621974,42.534127,38.772951,58.531881999999996,43.404547,49.132458,51.113031,53.513771,60.730666,105.248151,68.952187,68.310737
1,10.408121999999999,36.532755,36.414916999999996,40.412313999999995,36.071643,38.702752,37.390868,35.504061,39.647234,40.489528,36.84427,38.598675,38.461919,41.736173,38.232461,40.375965,39.218514,37.651579999999996,41.461078,42.972915,44.518173999999995,88.25292999999999,49.294003,53.240955,59.974607,68.269973,67.01411999999999,67.751211
1,12.483217,37.341834,37.655615999999995,38.606387,38.812045,37.577114,39.266131,41.162597,42.277074,38.619056,35.180353,48.680157,42.096263,78.201747,36.194874,40.85344,38.61306,41.375015,42.064344,42.000803999999995,43.677232,51.481192,52.463392999999996,55.043006999999996,61.12576,63.547593,66.668043,71.084717
1,76.32039999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38.294182,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35.722377,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34.929322,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69.647363,,,,,,,,,,,,,,,,,,,,,,,,,,,
