timestamp,value
2012-10-23 22:56:00,24.59
2012-10-23 22:57:00,24.5272727273
2012-10-23 22:58:00,24.49
2012-10-23 22:59:00,24.4
2012-10-23 23:00:00,24.37
2012-10-23 23:01:00,24.3
2012-10-23 23:02:00,24.22
2012-10-23 23:03:00,24.1636363636
2012-10-23 23:04:00,24.07
2012-10-23 23:05:00,23.9818181818
2012-10-23 23:06:00,23.91
2012-10-23 23:07:00,23.8272727273
2012-10-23 23:08:00,23.76
2012-10-23 23:09:00,23.6727272727
2012-10-23 23:10:00,23.6
2012-10-23 23:11:00,23.5818181818
2012-10-23 23:12:00,23.5
2012-10-23 23:13:00,23.4727272727
2012-10-23 23:14:00,23.41
2012-10-23 23:15:00,23.36
2012-10-23 23:16:00,23.3
2012-10-23 23:17:00,23.26
2012-10-23 23:18:00,23.2181818182
2012-10-23 23:19:00,23.2
2012-10-23 23:20:00,23.2
2012-10-23 23:21:00,23.1818181818
2012-10-23 23:22:00,23.18
2012-10-23 23:23:00,23.1
2012-10-23 23:24:00,23.1
2012-10-23 23:25:00,23.1
2012-10-23 23:26:00,23.07
2012-10-23 23:27:00,23
2012-10-23 23:28:00,23
2012-10-23 23:29:00,23
2012-10-23 23:30:00,22.97
2012-10-23 23:31:00,22.9
2012-10-23 23:32:00,22.9
2012-10-23 23:33:00,22.9
2012-10-23 23:34:00,22.89
2012-10-23 23:35:00,22.8909090909
2012-10-23 23:36:00,22.86
2012-10-23 23:37:00,22.82
2012-10-23 23:38:00,22.8272727273
2012-10-23 23:39:00,22.8
2012-10-23 23:40:00,22.8
2012-10-23 23:41:00,22.79
2012-10-23 23:42:00,22.7363636364
2012-10-23 23:43:00,22.7
2012-10-23 23:44:00,22.7
2012-10-23 23:45:00,22.7
2012-10-23 23:46:00,22.7
2012-10-23 23:47:00,22.68
2012-10-23 23:48:00,22.63
2012-10-23 23:49:00,22.6363636364
2012-10-23 23:50:00,22.62
2012-10-23 23:51:00,22.6
2012-10-23 23:52:00,22.6
2012-10-23 23:53:00,22.6
2012-10-23 23:54:00,22.6
2012-10-23 23:55:00,22.59
2012-10-23 23:56:00,22.6
2012-10-23 23:57:00,22.56
2012-10-23 23:58:00,22.5181818182
2012-10-23 23:59:00,22.5
2012-10-24 00:00:00,22.5
2012-10-24 00:01:00,22.5
2012-10-24 00:02:00,22.47
2012-10-24 00:03:00,22.4272727273
2012-10-24 00:04:00,22.4
2012-10-24 00:05:00,22.4
2012-10-24 00:06:00,22.4
2012-10-24 00:07:00,22.4
2012-10-24 00:08:00,22.4
2012-10-24 00:09:00,22.3909090909
2012-10-24 00:10:00,22.35
2012-10-24 00:11:00,22.3272727273
2012-10-24 00:12:00,22.31
2012-10-24 00:13:00,22.3
2012-10-24 00:14:00,22.3
2012-10-24 00:15:00,22.3
2012-10-24 00:16:00,22.27
2012-10-24 00:17:00,22.23
2012-10-24 00:18:00,22.2363636364
2012-10-24 00:19:00,22.2
2012-10-24 00:20:00,22.2
2012-10-24 00:21:00,22.2
2012-10-24 00:22:00,22.2
2012-10-24 00:23:00,22.2
2012-10-24 00:24:00,22.14
2012-10-24 00:25:00,22.1545454545
2012-10-24 00:26:00,22.16
2012-10-24 00:27:00,22.15
2012-10-24 00:28:00,22.1181818182
2012-10-24 00:29:00,22.08
2012-10-24 00:30:00,22.1090909091
2012-10-24 00:31:00,22.1
2012-10-24 00:32:00,22.1
2012-10-24 00:33:00,22.1
2012-10-24 00:34:00,22.1
2012-10-24 00:35:00,22.1
2012-10-24 00:36:00,22.1
2012-10-24 00:37:00,22.1
2012-10-24 00:38:00,22.0909090909
2012-10-24 00:39:00,22.1
2012-10-24 00:40:00,22.1
2012-10-24 00:41:00,22.1
2012-10-24 00:42:00,22.1
2012-10-24 00:43:00,22.1
2012-10-24 00:44:00,22.1
2012-10-24 00:45:00,22.1
2012-10-24 00:46:00,22.1
2012-10-24 00:47:00,22.1
2012-10-24 00:48:00,22.1
2012-10-24 00:49:00,22.1
2012-10-24 00:50:00,22.1
2012-10-24 00:51:00,22.07
2012-10-24 00:52:00,22.07
2012-10-24 00:53:00,22.07
2012-10-24 00:54:00,22.07
2012-10-24 00:55:00,22.07
2012-10-24 00:56:00,22.0909090909
2012-10-24 00:57:00,22.0909090909
2012-10-24 00:58:00,22.0818181818
2012-10-24 00:59:00,22.09
2012-10-24 01:00:00,22.0181818182
2012-10-24 01:01:00,22.06
2012-10-24 01:02:00,22.0909090909
2012-10-24 01:03:00,22.08
2012-10-24 01:04:00,22.0272727273
2012-10-24 01:05:00,22
2012-10-24 01:06:00,22.0090909091
2012-10-24 01:07:00,22.01
2012-10-24 01:08:00,22.0363636364
2012-10-24 01:09:00,22.04
2012-10-24 01:10:00,22.0454545455
2012-10-24 01:11:00,22
2012-10-24 01:12:00,22
2012-10-24 01:13:00,22
2012-10-24 01:14:00,22.0090909091
2012-10-24 01:15:00,22
2012-10-24 01:16:00,22
2012-10-24 01:17:00,22
2012-10-24 01:18:00,22
2012-10-24 01:19:00,22
2012-10-24 01:20:00,22
2012-10-24 01:21:00,22
2012-10-24 01:22:00,22
2012-10-24 01:23:00,22.01
2012-10-24 01:24:00,22
2012-10-24 01:25:00,22
2012-10-24 01:26:00,22
2012-10-24 01:27:00,22
2012-10-24 01:28:00,21.9909090909
2012-10-24 01:29:00,22
2012-10-24 01:30:00,22
2012-10-24 01:31:00,21.99
2012-10-24 01:32:00,22
2012-10-24 01:33:00,22
2012-10-24 01:34:00,22
2012-10-24 01:35:00,22
2012-10-24 01:36:00,22
2012-10-24 01:37:00,22
2012-10-24 01:38:00,22
2012-10-24 01:39:00,22
2012-10-24 01:40:00,22
2012-10-24 01:41:00,22
2012-10-24 01:42:00,22
2012-10-24 01:43:00,22
2012-10-24 01:44:00,22
2012-10-24 01:45:00,22
2012-10-24 01:46:00,22
2012-10-24 01:47:00,22
2012-10-24 01:48:00,22
2012-10-24 01:49:00,21.9636363636
2012-10-24 01:50:00,21.98
2012-10-24 01:51:00,21.9545454545
2012-10-24 01:52:00,21.94
2012-10-24 01:53:00,21.9090909091
2012-10-24 01:54:00,21.9
2012-10-24 01:55:00,21.91
2012-10-24 01:56:00,21.9090909091
2012-10-24 01:57:00,21.9
2012-10-24 01:58:00,21.9
2012-10-24 01:59:00,21.9
2012-10-24 02:00:00,21.9
2012-10-24 02:01:00,21.8909090909
2012-10-24 02:02:00,21.8909090909
2012-10-24 02:03:00,21.89
2012-10-24 02:04:00,21.8545454545
2012-10-24 02:05:00,21.82
2012-10-24 02:06:00,21.8
2012-10-24 02:07:00,21.8
2012-10-24 02:08:00,21.8
2012-10-24 02:09:00,21.8
2012-10-24 02:10:00,21.8
2012-10-24 02:11:00,21.8
2012-10-24 02:12:00,21.8
2012-10-24 02:13:00,21.8
2012-10-24 02:14:00,21.8
2012-10-24 02:15:00,21.7909090909
2012-10-24 02:16:00,21.8
2012-10-24 02:17:00,21.8
2012-10-24 02:18:00,21.8
2012-10-24 02:19:00,21.8
2012-10-24 02:20:00,21.8
2012-10-24 02:21:00,21.8
2012-10-24 02:22:00,21.76
2012-10-24 02:23:00,21.7636363636
2012-10-24 02:24:00,21.77
2012-10-24 02:25:00,21.7909090909
2012-10-24 02:26:00,21.78
2012-10-24 02:27:00,21.8
2012-10-24 02:28:00,21.8
2012-10-24 02:29:00,21.8
2012-10-24 02:30:00,21.8
2012-10-24 02:31:00,21.8
2012-10-24 02:32:00,21.8
2012-10-24 02:33:00,21.8
2012-10-24 02:34:00,21.81
2012-10-24 02:35:00,21.8
2012-10-24 02:36:00,21.8
2012-10-24 02:37:00,21.8
2012-10-24 02:38:00,21.8
2012-10-24 02:39:00,21.8
2012-10-24 02:40:00,21.8
2012-10-24 02:41:00,21.9
2012-10-24 02:42:00,21.93
2012-10-24 02:43:00,21.9272727273
2012-10-24 02:44:00,21.9888888889
2012-10-24 02:45:00,22
2012-10-24 02:46:00,22
2012-10-24 02:47:00,22
2012-10-24 02:48:00,22
2012-10-24 02:49:00,22
2012-10-24 02:50:00,22
2012-10-24 02:51:00,22
2012-10-24 02:52:00,22
2012-10-24 02:53:00,22.0181818182
2012-10-24 02:54:00,21.99
2012-10-24 02:55:00,22.0545454545
2012-10-24 02:56:00,22.07
2012-10-24 02:57:00,22.1
2012-10-24 02:58:00,22.1
2012-10-24 02:59:00,22.1
2012-10-24 03:00:00,22.1
2012-10-24 03:01:00,22.1
2012-10-24 03:02:00,22.1
2012-10-24 03:03:00,22.1
2012-10-24 03:04:00,22.1
2012-10-24 03:05:00,22.1090909091
2012-10-24 03:06:00,22.18
2012-10-24 03:07:00,22.2
2012-10-24 03:08:00,22.2
2012-10-24 03:09:00,22.2090909091
2012-10-24 03:10:00,22.24
2012-10-24 03:11:00,22.2909090909
2012-10-24 03:12:00,22.3
2012-10-24 03:13:00,22.3
2012-10-24 03:14:00,22.32
2012-10-24 03:15:00,22.3727272727
2012-10-24 03:16:00,22.4
2012-10-24 03:17:00,22.4181818182
2012-10-24 03:18:00,22.5
2012-10-24 03:19:00,22.5
2012-10-24 03:20:00,22.52
2012-10-24 03:21:00,22.57
2012-10-24 03:22:00,22.6
2012-10-24 03:23:00,22.6
2012-10-24 03:24:00,22.6
2012-10-24 03:25:00,22.62
2012-10-24 03:26:00,22.7
2012-10-24 03:27:00,22.7
2012-10-24 03:28:00,22.7545454545
2012-10-24 03:29:00,22.79
2012-10-24 03:30:00,22.8
2012-10-24 03:31:00,22.8
2012-10-24 03:32:00,22.8
2012-10-24 03:33:00,22.84
2012-10-24 03:34:00,22.9
2012-10-24 03:35:00,22.9
2012-10-24 03:36:00,22.9363636364
2012-10-24 03:37:00,22.99
2012-10-24 03:38:00,23
2012-10-24 03:39:00,22.98
2012-10-24 03:40:00,23
2012-10-24 03:41:00,23.03
2012-10-24 03:42:00,23.0727272727
2012-10-24 03:43:00,23.1
2012-10-24 03:44:00,23.1181818182
2012-10-24 03:45:00,23.11
2012-10-24 03:46:00,23.1818181818
2012-10-24 03:47:00,23.2
2012-10-24 03:48:00,23.2
2012-10-24 03:49:00,23.24
2012-10-24 03:50:00,23.2454545455
2012-10-24 03:51:00,23.26
2012-10-24 03:52:00,23.2818181818
2012-10-24 03:53:00,23.3
2012-10-24 03:54:00,23.3
2012-10-24 03:55:00,23.3
2012-10-24 03:56:00,23.3
2012-10-24 03:57:00,23.3272727273
2012-10-24 03:58:00,23.3363636364
2012-10-24 03:59:00,23.39
2012-10-24 04:00:00,23.39
2012-10-24 04:01:00,23.4
2012-10-24 04:02:00,23.4
2012-10-24 04:03:00,23.4
2012-10-24 04:04:00,23.4
2012-10-24 04:05:00,23.4
2012-10-24 04:06:00,23.43
2012-10-24 04:07:00,23.4454545455
2012-10-24 04:08:00,23.5
2012-10-24 04:09:00,23.5
2012-10-24 04:10:00,23.5
2012-10-24 04:11:00,23.5
2012-10-24 04:12:00,23.5
2012-10-24 04:13:00,23.5
2012-10-24 04:14:00,23.5
2012-10-24 04:15:00,23.5090909091
2012-10-24 04:16:00,23.5
2012-10-24 04:17:00,23.5454545455
2012-10-24 04:18:00,23.57
2012-10-24 04:19:00,23.5636363636
2012-10-24 04:20:00,23.6
2012-10-24 04:21:00,23.5818181818
2012-10-24 04:22:00,23.59
2012-10-24 04:23:00,23.5909090909
2012-10-24 04:24:00,23.59
2012-10-24 04:25:00,23.6
2012-10-24 04:26:00,23.6
2012-10-24 04:27:00,23.6
2012-10-24 04:28:00,23.6090909091
2012-10-24 04:29:00,23.6
2012-10-24 04:30:00,23.6
2012-10-24 04:31:00,23.6
2012-10-24 04:32:00,23.6090909091
2012-10-24 04:33:00,23.6363636364
2012-10-24 04:34:00,23.64
2012-10-24 04:35:00,23.6818181818
2012-10-24 04:36:00,23.67
2012-10-24 04:37:00,23.7
2012-10-24 04:38:00,23.6909090909
2012-10-24 04:39:00,23.66
2012-10-24 04:40:00,23.6272727273
2012-10-24 04:41:00,23.62
2012-10-24 04:42:00,23.6090909091
2012-10-24 04:43:00,23.62
2012-10-24 04:44:00,23.6272727273
2012-10-24 04:45:00,23.61
2012-10-24 04:46:00,23.6272727273
2012-10-24 04:47:00,23.62
2012-10-24 04:48:00,23.68
2012-10-24 04:49:00,23.6636363636
2012-10-24 04:50:00,23.6909090909
2012-10-24 04:51:00,23.7
2012-10-24 04:52:00,23.7
2012-10-24 04:53:00,23.7
2012-10-24 04:54:00,23.7
2012-10-24 04:55:00,23.7090909091
2012-10-24 04:56:00,23.7
2012-10-24 04:57:00,23.7
2012-10-24 04:58:00,23.7
2012-10-24 04:59:00,23.7
2012-10-24 05:00:00,23.7
2012-10-24 05:01:00,23.7
2012-10-24 05:02:00,23.7
2012-10-24 05:03:00,23.7
2012-10-24 05:04:00,23.7
2012-10-24 05:05:00,23.7
2012-10-24 05:06:00,23.7
2012-10-24 05:07:00,23.7090909091
2012-10-24 05:08:00,23.7
2012-10-24 05:09:00,23.7181818182
2012-10-24 05:10:00,23.72
2012-10-24 05:11:00,23.7181818182
2012-10-24 05:12:00,23.7181818182
2012-10-24 05:13:00,23.7181818182
2012-10-24 05:14:00,23.74
2012-10-24 05:15:00,23.7090909091
2012-10-24 05:16:00,23.71
2012-10-24 05:17:00,23.7090909091
2012-10-24 05:18:00,23.72
2012-10-24 05:19:00,23.7272727273
2012-10-24 05:20:00,23.72
2012-10-24 05:21:00,23.7181818182
2012-10-24 05:22:00,23.73
2012-10-24 05:23:00,23.7272727273
2012-10-24 05:24:00,23.76
2012-10-24 05:25:00,23.7636363636
2012-10-24 05:26:00,23.76
2012-10-24 05:27:00,23.76
2012-10-24 05:28:00,23.78
2012-10-24 05:29:00,23.8
2012-10-24 05:30:00,23.8
2012-10-24 05:31:00,23.7727272727
2012-10-24 05:32:00,23.8
2012-10-24 05:33:00,23.7909090909
2012-10-24 05:34:00,23.79
2012-10-24 05:35:00,23.8
2012-10-24 05:36:00,23.8
2012-10-24 05:37:00,23.7909090909
2012-10-24 05:38:00,23.8
2012-10-24 05:39:00,23.7818181818
2012-10-24 05:40:00,23.77
2012-10-24 05:41:00,23.7818181818
2012-10-24 05:42:00,23.79
2012-10-24 05:43:00,23.7909090909
2012-10-24 05:44:00,23.8
2012-10-24 05:45:00,23.7909090909
2012-10-24 05:46:00,23.79
2012-10-24 05:47:00,23.7909090909
2012-10-24 05:48:00,23.79
2012-10-24 05:49:00,23.7909090909
2012-10-24 05:50:00,23.8
2012-10-24 05:51:00,23.7909090909
2012-10-24 05:52:00,23.79
2012-10-24 05:53:00,23.8
2012-10-24 05:54:00,23.8
2012-10-24 05:55:00,23.8
2012-10-24 05:56:00,23.8
2012-10-24 05:57:00,23.8
2012-10-24 05:58:00,23.79
2012-10-24 05:59:00,23.8
2012-10-24 06:00:00,23.8
2012-10-24 06:01:00,23.8
2012-10-24 06:02:00,23.81
2012-10-24 06:03:00,23.8
2012-10-24 06:04:00,23.8
2012-10-24 06:05:00,23.8
2012-10-24 06:06:00,23.8
2012-10-24 06:07:00,23.8
2012-10-24 06:08:00,23.7909090909
2012-10-24 06:09:00,23.8
2012-10-24 06:10:00,23.8
2012-10-24 06:11:00,23.79
2012-10-24 06:12:00,23.8
2012-10-24 06:13:00,23.8
2012-10-24 06:14:00,23.8
2012-10-24 06:15:00,23.8
2012-10-24 06:16:00,23.8
2012-10-24 06:17:00,23.8
2012-10-24 06:18:00,23.8
2012-10-24 06:19:00,23.8
2012-10-24 06:20:00,23.8
2012-10-24 06:21:00,23.8
2012-10-24 06:22:00,23.8
2012-10-24 06:23:00,23.8
2012-10-24 06:24:00,23.8
2012-10-24 06:25:00,23.8
2012-10-24 06:26:00,23.7909090909
2012-10-24 06:27:00,23.8
2012-10-24 06:28:00,23.8
2012-10-24 06:29:00,23.8
2012-10-24 06:30:00,23.8
2012-10-24 06:31:00,23.8
2012-10-24 06:32:00,23.8
2012-10-24 06:33:00,23.79
2012-10-24 06:34:00,23.8
2012-10-24 06:35:00,23.8
2012-10-24 06:36:00,23.8
2012-10-24 06:37:00,23.8
2012-10-24 06:38:00,23.8
2012-10-24 06:39:00,23.8
2012-10-24 06:40:00,23.8
2012-10-24 06:41:00,23.78
2012-10-24 06:42:00,23.7363636364
2012-10-24 06:43:00,23.74
2012-10-24 06:44:00,23.7363636364
2012-10-24 06:45:00,23.74
2012-10-24 06:46:00,23.7454545455
2012-10-24 06:47:00,23.8
2012-10-24 06:48:00,23.7909090909
2012-10-24 06:49:00,23.79
2012-10-24 06:50:00,23.8
2012-10-24 06:51:00,23.77
2012-10-24 06:52:00,23.7818181818
2012-10-24 06:53:00,23.74
2012-10-24 06:54:00,23.7363636364
2012-10-24 06:55:00,23.73
2012-10-24 06:56:00,23.7909090909
2012-10-24 06:57:00,23.8
2012-10-24 06:58:00,23.7636363636
2012-10-24 06:59:00,23.73
2012-10-24 07:00:00,23.7090909091
2012-10-24 07:01:00,23.71
2012-10-24 07:02:00,23.7090909091
2012-10-24 07:03:00,23.71
2012-10-24 07:04:00,23.7090909091
2012-10-24 07:05:00,23.7
2012-10-24 07:06:00,23.7
2012-10-24 07:07:00,23.69
2012-10-24 07:08:00,23.7
2012-10-24 07:09:00,23.7
2012-10-24 07:10:00,23.7
2012-10-24 07:11:00,23.7
2012-10-24 07:12:00,23.7
2012-10-24 07:13:00,23.7
2012-10-24 07:14:00,23.7
2012-10-24 07:15:00,23.7
2012-10-24 07:16:00,23.6909090909
2012-10-24 07:17:00,23.69
2012-10-24 07:18:00,23.6909090909
2012-10-24 07:19:00,23.68
2012-10-24 07:20:00,23.7
2012-10-24 07:21:00,23.7
2012-10-24 07:22:00,23.7
2012-10-24 07:23:00,23.7
2012-10-24 07:24:00,23.7
2012-10-24 07:25:00,23.7
2012-10-24 07:26:00,23.7
2012-10-24 07:27:00,23.7
2012-10-24 07:28:00,23.7
2012-10-24 07:29:00,23.7
2012-10-24 07:30:00,23.7
2012-10-24 07:31:00,23.7
2012-10-24 07:32:00,23.7
2012-10-24 07:33:00,23.7
2012-10-24 07:34:00,23.7
2012-10-24 07:35:00,23.7
2012-10-24 07:36:00,23.7
2012-10-24 07:37:00,23.7
2012-10-24 07:38:00,23.7
2012-10-24 07:39:00,23.7
2012-10-24 07:40:00,23.7
2012-10-24 07:41:00,23.7
2012-10-24 07:42:00,23.7
2012-10-24 07:43:00,23.7
2012-10-24 07:44:00,23.7
2012-10-24 07:45:00,23.7
2012-10-24 07:46:00,23.7
2012-10-24 07:47:00,23.7
2012-10-24 07:48:00,23.7
2012-10-24 07:49:00,23.7
2012-10-24 07:50:00,23.7
2012-10-24 07:51:00,23.7
2012-10-24 07:52:00,23.7
2012-10-24 07:53:00,23.7
2012-10-24 07:54:00,23.7
2012-10-24 07:55:00,23.6909090909
2012-10-24 07:56:00,23.69
2012-10-24 07:57:00,23.6818181818
2012-10-24 07:58:00,23.69
2012-10-24 07:59:00,23.7
2012-10-24 08:00:00,23.69
2012-10-24 08:01:00,23.7
2012-10-24 08:02:00,23.7
2012-10-24 08:03:00,23.7
2012-10-24 08:04:00,23.7
2012-10-24 08:05:00,23.7
2012-10-24 08:06:00,23.72
2012-10-24 08:07:00,23.72
2012-10-24 08:08:00,23.72
2012-10-24 08:09:00,23.72
2012-10-24 08:10:00,23.72
2012-10-24 08:11:00,23.72
2012-10-24 08:12:00,23.88
2012-10-24 08:13:00,23.8727272727
2012-10-24 08:14:00,23.88
2012-10-24 08:15:00,23.8090909091
2012-10-24 08:16:00,23.8
2012-10-24 08:17:00,23.8090909091
2012-10-24 08:18:00,23.81
2012-10-24 08:19:00,23.8
2012-10-24 08:20:00,23.8
2012-10-24 08:21:00,23.81
2012-10-24 08:22:00,23.8
2012-10-24 08:23:00,23.8
2012-10-24 08:24:00,23.8
2012-10-24 08:25:00,23.7818181818
2012-10-24 08:26:00,23.77
2012-10-24 08:27:00,23.72
2012-10-24 08:28:00,23.7181818182
2012-10-24 08:29:00,23.7090909091
2012-10-24 08:30:00,23.72
2012-10-24 08:31:00,23.7
2012-10-24 08:32:00,23.7090909091
2012-10-24 08:33:00,23.7
2012-10-24 08:34:00,23.7
2012-10-24 08:35:00,23.7
2012-10-24 08:36:00,23.66
2012-10-24 08:37:00,23.64
2012-10-24 08:38:00,23.6454545455
2012-10-24 08:39:00,23.6
2012-10-24 08:40:00,23.6
2012-10-24 08:41:00,23.6
2012-10-24 08:42:00,23.5909090909
2012-10-24 08:43:00,23.6
2012-10-24 08:44:00,23.6
2012-10-24 08:45:00,23.59
2012-10-24 08:46:00,23.5909090909
2012-10-24 08:47:00,23.6
2012-10-24 08:48:00,23.57
2012-10-24 08:49:00,23.5909090909
2012-10-24 08:50:00,23.58
2012-10-24 08:51:00,23.5636363636
2012-10-24 08:52:00,23.54
2012-10-24 08:53:00,23.5272727273
2012-10-24 08:54:00,23.51
2012-10-24 08:55:00,23.5090909091
2012-10-24 08:56:00,23.52
2012-10-24 08:57:00,23.5090909091
2012-10-24 08:58:00,23.5
2012-10-24 08:59:00,23.52
2012-10-24 09:00:00,23.5
2012-10-24 09:01:00,23.5
2012-10-24 09:02:00,23.5
2012-10-24 09:03:00,23.5
2012-10-24 09:04:00,23.5
2012-10-24 09:05:00,23.5
2012-10-24 09:06:00,23.5
2012-10-24 09:07:00,23.5
2012-10-24 09:08:00,23.5
2012-10-24 09:09:00,23.5
2012-10-24 09:10:00,23.49
2012-10-24 09:11:00,23.4818181818
2012-10-24 09:12:00,23.43
