nodes,100_metadata_mismatches
1,2.378289
1,0.35900299999999996
1,0.412896
1,0.38070099999999996
1,0.37052799999999997
2,0.8620589999999999
2,0.656169
2,0.763219
2,0.6949719999999999
2,0.6698759999999999
3,1.274051
3,1.389795
3,1.2092779999999999
3,0.9940819999999999
3,0.954658
4,1.501657
4,1.3703619999999999
4,1.462294
4,1.694245
4,1.516028
5,1.8635419999999998
5,1.770991
5,1.676331
5,1.7319799999999999
5,1.6943439999999999
6,1.9001759999999999
6,2.304131
6,2.042252
6,2.03339
6,1.896995
7,2.185502
7,5.058415
7,5.758438
7,4.382141
7,3.96229
8,2.377979
8,3.3894889999999998
8,2.8673159999999998
8,2.72638
8,2.619458
9,2.607357
9,3.028962
9,3.136106
9,2.952793
9,2.993962
10,3.0602069999999997
10,3.746043
10,3.4919789999999997
10,3.298819
10,3.401134
20,6.130159
20,7.962084
20,7.178477999999999
20,7.371448999999999
20,7.02632
30,10.558812
30,13.801060999999999
30,11.398636999999999
30,11.034108999999999
30,10.884419
40,16.453391
40,15.740713
40,14.709963
40,15.297599
40,14.799292999999999
50,22.490477
50,23.967086
50,23.344284
50,24.560619
50,22.346894
60,26.28162
60,25.328537999999998
60,25.885244
60,26.263292
60,25.06787
70,29.2674
70,29.484737
70,28.401449
70,29.259203
70,26.689017999999997
80,33.477013
80,34.143966999999996
80,35.476938
80,30.167384
80,34.002862
90,36.29401
90,42.178838999999996
90,38.561478
90,41.291727
90,36.602939
100,44.582812
100,44.38943
100,49.031154
100,42.156113
100,44.23446
200,80.755809
200,85.052005
200,84.264314
200,82.996648
200,81.11087599999999
300,128.673596
300,134.027244
300,145.773798
300,133.855155
300,134.181636
400,179.122536
400,178.201221
400,181.163952
400,177.05818
400,176.136734
500,221.54542899999998
500,213.205041
500,217.341818
500,218.029161
500,211.818999
600,303.219288
600,293.890853
600,293.767028
600,293.513827
600,266.553836
700,352.297755
700,353.544179
700,363.877661
700,326.52239399999996
700,367.344365
800,340.256557
800,338.760545
800,338.37742299999996
800,365.79184599999996
800,342.06678
900,396.160348
900,432.83910299999997
900,422.479722
900,396.77887499999997
900,381.378291
1000,486.85509099999996
1000,493.69994399999996
1000,424.896325
1000,446.199323
1000,433.248703
