metadata,100_nodes
1,11921.772065
1,11056.628087
1,11740.202163
1,11393.613647
1,11457.815268999999
2,11547.237893
2,11598.338451
2,11119.070946
2,11283.835916
2,11682.184974
3,11777.948411
3,11465.083160999999
3,11214.37673
3,11475.319338
3,11878.679599
4,11597.620583
4,11443.167234999999
4,11246.066348
4,11328.445533
4,11458.151111
5,11443.961162
5,11444.143223
5,11832.067491
5,11173.202728999999
5,11412.599483
6,11662.71444
6,11696.539248
6,11573.536032
6,11710.481125999999
6,11609.561048
7,11737.476767999999
7,11339.510594
7,11738.710164999999
7,11637.52516
7,11667.851829
8,11798.838609999999
8,11751.762958
8,11937.940824
8,11579.936753
8,11869.08208
9,11679.671262
9,11761.589622
9,12233.033529
9,11998.911009
9,11678.593674
10,3695.7119599999996
10,3873.569287
10,3300.337994
10,3839.417713
10,3319.6119559999997
20,12175.039917
20,12258.239459999999
20,12483.952545
20,12237.57196
20,12005.786935999999
30,12389.958085999999
30,12163.356603
30,12369.850099
30,12339.067014999999
30,12346.973623
40,12759.434207999999
40,12672.932132
40,12615.246885999999
40,12576.430272
40,12583.510354
50,13054.200807
50,12976.764727
50,13065.149335
50,13821.932042999999
50,13072.662379
60,13462.673413999999
60,13299.421766
60,13288.703862
60,13152.292322
60,13254.308255
70,13733.914084
70,13417.069999
70,13650.124499
70,13708.888528
70,13744.024813
80,14050.837802999999
80,13759.223888999999
80,13811.542868999999
80,13874.719141
80,13843.478583
90,14094.435773
90,14165.909383
90,14214.551693
90,14091.456557
90,14238.952045999999
100,14457.374072999999
100,14565.399296
100,14471.038825
100,14407.302624999998
100,15316.232887
200,18607.298163
200,17779.813211
200,17809.793016
200,17901.303755
200,18077.987758
300,21079.082876
300,21013.582478
300,21260.403215
300,21205.944106
300,21067.02411
400,24734.241512
400,24558.779124
400,24409.932846
400,24682.623133999998
400,24659.208369
500,27917.814662999997
500,28732.537581999997
500,27773.673593
500,27906.913828999997
500,28059.433747
600,31012.670434
600,31276.890904
600,31309.741585
600,31262.139474
600,31110.011668
700,35157.639033
700,35051.285303
700,36291.674965
700,35321.923517999996
700,35394.57597
800,38315.439641
800,38512.660719
800,38770.658098
800,38629.28032
800,38517.237251
900,41805.530614999996
900,41914.744325
900,41994.35806
900,43223.991658
900,42053.963028
1000,45717.270079999995
1000,45630.313783
1000,45639.706861
1000,45839.842845
1000,45922.789165999995
