metadata,100_nodes
1,508.19391099999996
1,487.23101599999995
1,438.46070699999996
1,490.98094299999997
1,476.23857
2,478.178661
2,520.7986569999999
2,431.17353499999996
2,495.621296
2,493.84890099999996
3,467.703685
3,486.181646
3,428.73319
3,491.54404
3,493.62760699999995
4,469.25447399999996
4,470.63238099999995
4,449.058738
4,495.18655199999995
4,497.505299
5,477.692573
5,478.624895
5,438.03270799999996
5,468.06539799999996
5,486.648174
6,473.64237699999995
6,491.289852
6,496.265489
6,493.445253
6,520.3397239999999
7,499.55456899999996
7,493.740056
7,481.48234499999995
7,496.58346
7,468.646732
8,504.734377
8,500.171221
8,536.789721
8,494.550546
8,509.200537
9,492.505382
9,506.56738299999995
9,502.530538
9,513.740036
9,514.091674
10,106.57592799999999
10,83.17790699999999
10,68.71539
10,79.932125
10,63.967271999999994
20,501.14388299999996
20,511.816011
20,498.609358
20,507.55062999999996
20,512.133294
30,496.136268
30,520.824
30,520.977263
30,513.916613
30,517.866774
40,496.173251
40,513.9200139999999
40,513.461247
40,517.225423
40,519.560393
50,506.13027999999997
50,512.723306
50,577.7555189999999
50,587.8345459999999
50,522.9102879999999
60,511.771146
60,512.651654
60,519.962496
60,514.934444
60,518.50955
70,557.72354
70,552.829389
70,512.714943
70,534.448406
70,519.513501
80,535.146386
80,509.05864699999995
80,582.5763989999999
80,571.914435
80,533.3842609999999
90,519.163237
90,545.564207
90,542.228133
90,526.751408
90,545.516706
100,559.6308319999999
100,554.7971719999999
100,525.987983
100,531.480715
100,530.8869629999999
200,563.853876
200,586.302463
200,587.628393
200,599.781382
200,568.062248
300,628.736667
300,630.97147
300,633.9743169999999
300,647.937321
300,644.263876
400,718.954445
400,780.478476
400,750.395132
400,714.25853
400,754.239506
500,862.286173
500,846.279007
500,783.8585029999999
500,774.634643
500,863.376366
600,906.197447
600,938.7883539999999
600,837.503936
600,916.986761
600,861.306614
700,969.7685369999999
700,949.35973
700,929.559301
700,931.9160989999999
700,1014.751987
800,985.5009279999999
800,996.450829
800,973.980971
800,974.965419
800,1006.339217
900,1061.3563279999998
900,1035.644755
900,1016.8815139999999
900,1034.992424
900,1079.9068829999999
1000,1079.539128
1000,1145.728138
1000,1123.275502
1000,1063.5757959999999
1000,1216.2773479999998
