nodes,1000_metadata_mismatches
1,7.59993
1,7.188599
1,3.9641669999999998
1,5.174645
1,4.030816
1,4.648986
1,4.340589
1,4.0238949999999996
1,4.112924
1,4.45628
2,9.603503
2,6.984756
2,7.213869
2,6.832145
2,7.131819999999999
2,
2,
2,
2,
2,
3,10.148429
3,10.036157
3,9.681142999999999
3,12.029827
3,9.479237
3,12.223168
3,11.769618999999999
3,16.128532
3,10.481624
3,9.895857
4,12.292259999999999
4,14.967538999999999
4,17.113763
4,17.205966
4,13.144048
4,
4,
4,
4,
4,
5,17.271739999999998
5,18.642053
5,16.994350999999998
5,20.986019
5,21.829361
5,
5,
5,
5,
5,
6,20.269333
6,19.515532
6,20.179855999999997
6,24.188772
6,25.807413
6,
6,
6,
6,
6,
7,23.442973
7,21.49534
7,25.787955999999998
7,26.70725
7,27.711415
7,
7,
7,
7,
7,
8,26.652199
8,27.328834
8,35.010123
8,32.075134
8,31.193872
8,
8,
8,
8,
8,
9,31.476039999999998
9,30.943037
9,34.043835
9,31.916832
9,37.340029
9,
9,
9,
9,
9,
10,32.979092
10,33.19675
10,38.224294
10,36.234491
10,36.754675
10,
10,
10,
10,
10,
20,68.878393
20,64.333412
20,71.351413
20,69.754789
20,88.75456299999999
20,
20,
20,
20,
20,
30,103.41291199999999
30,98.727212
30,106.37357
30,112.089151
30,97.798029
30,
30,
30,
30,
30,
40,132.529989
40,141.093683
40,141.94544399999998
40,132.423004
40,133.803981
40,
40,
40,
40,
40,
50,159.659688
50,173.008568
50,174.352116
50,169.672269
50,165.465732
50,
50,
50,
50,
50,
60,195.755813
60,200.858375
60,201.457008
60,197.164923
60,200.501557
60,
60,
60,
60,
60,
70,231.157793
70,242.261598
70,236.78002999999998
70,249.689641
70,230.910676
70,
70,
70,
70,
70,
80,283.955084
80,288.041451
80,274.38492199999996
80,278.54601099999996
80,267.07775
80,
80,
80,
80,
80,
90,320.430351
90,309.374639
90,340.389306
90,307.024904
90,324.178514
90,
90,
90,
90,
90,
100,334.960169
100,344.82766399999997
100,341.714211
100,342.813406
100,375.348322
100,
100,
100,
100,
100,
200,804.6854559999999
200,876.5266009999999
200,787.1182
200,824.487493
200,816.10646
200,
200,
200,
200,
200,
300,1196.646029
300,1246.8851499999998
300,1160.206617
300,1153.199294
300,1230.8488519999999
300,
300,
300,
300,
300,
400,1574.7743639999999
400,1772.735271
400,1725.766216
400,1585.352461
400,1666.801088
400,
400,
400,
400,
400,
500,2162.062184
500,2089.617879
500,2130.160769
500,2224.136436
500,2124.167431
500,
500,
500,
500,
500,
600,2626.315906
600,2863.3283659999997
600,2688.815823
600,2718.50951
600,2838.9582969999997
600,
600,
600,
600,
600,
700,3282.208318
700,3394.1752509999997
700,3486.9481579999997
700,3277.838344
700,3212.118646
700,
700,
700,
700,
700,
800,4061.655562
800,4408.338627
800,4022.172389
800,4202.728454
800,3934.950499
800,
800,
800,
800,
800,
900,4757.4759779999995
900,5044.956295999999
900,5059.966826
900,4735.668933
900,4571.320369
900,
900,
900,
900,
900,
1000,5866.74978
1000,5655.147523
1000,5548.508643
1000,5584.313408
1000,5361.089242999999
1000,
1000,
1000,
1000,
1000,
