nodes,1_metadata_mismatches,2_metadata_mismatches,3_metadata_mismatches,4_metadata_mismatches,5_metadata_mismatches,6_metadata_mismatches,7_metadata_mismatches,8_metadata_mismatches,9_metadata_mismatches,10_metadata_mismatches,20_metadata_mismatches,30_metadata_mismatches,40_metadata_mismatches,50_metadata_mismatches,60_metadata_mismatches,70_metadata_mismatches,80_metadata_mismatches,90_metadata_mismatches,100_metadata_mismatches,200_metadata_mismatches,300_metadata_mismatches,400_metadata_mismatches,500_metadata_mismatches,600_metadata_mismatches,700_metadata_mismatches,800_metadata_mismatches,900_metadata_mismatches,1000_metadata_mismatches
10,1.823062,1.289048,1.362584,1.354419,1.450184,1.8881269999999999,1.5895169999999998,1.5132599999999998,1.723901,1.771812,3.762196,2.486424,2.9054659999999997,2.64917,5.227322,3.369671,3.4498919999999997,3.6787099999999997,4.326438,6.773708999999999,9.280897999999999,13.163492,17.55097,18.103731,24.561162,26.928731,31.469445,32.118908
10,1.5399699999999998,1.579118,1.589351,1.7709899999999998,3.9551109999999996,1.705023,1.768251,1.808091,1.8277949999999998,4.698427,2.06148,2.701669,4.663965999999999,2.59329,5.025525,3.065286,4.6022,3.8402849999999997,3.6651019999999996,6.616908,9.340886,12.344802999999999,18.260662,18.661125,22.216338,24.545609,27.953256,33.353134
10,1.9916079999999998,2.13264,1.9168889999999998,1.7355619999999998,1.723425,1.577111,1.5884289999999999,1.68502,1.668841,1.984073,1.960049,2.286145,2.463305,2.7075519999999997,2.936954,3.4833659999999997,3.509429,4.182113,4.0512939999999995,6.9139349999999995,13.446985999999999,13.441846,18.642982999999997,21.212782999999998,27.499259,29.606731,36.351759,37.151692
10,1.8075809999999999,1.579921,1.6921199999999998,1.5715599999999998,1.770076,13.176739999999999,1.607734,2.069343,1.897714,1.715712,1.908358,2.271209,3.8635699999999997,2.690578,4.615647,3.282532,3.6595259999999996,3.767543,3.824767,9.115390999999999,11.099962,14.667328999999999,17.084636,20.705423,23.988069,28.22383,29.986839999999997,35.493611
10,1.9535449999999999,1.4883309999999998,1.570481,1.546548,1.618337,1.7271509999999999,1.721398,1.7585799999999998,2.221807,1.762746,1.977296,2.277668,2.6897189999999997,2.831593,3.1536429999999998,3.46021,3.579389,3.8670359999999997,4.037252,7.960311,10.037462,13.017396999999999,15.394739999999999,21.349297999999997,22.005088,28.89727,31.863988,32.210507
10,2.36508,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.5317699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.61909,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.78348,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.5697619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
