,402C1384,402C153A,4030CFDC,4033D01F,404B9DEA,404B9F7B,404C0450,404C0459,4052DAA7,4054AE24,405D7FDD,405D8032,405D805A,4060E326,406611E6,406611E7,406611F8,40661208,4066120C,4066631B,407C10F4,4086A0A1,4086A336,408CCCBD,4090298A,4090298B,4090298F,40902990,40902991,40902992,40902993,40902994,40902995,40902997,40902998,40902999,4090299A,4090299B,4090299C,4090299D
2012-10-23 20:07:00,46.683333333333316,38.029999999999994,36.262962962962938,50.080000000000005,48.599999999999994,47.588888888888896,,50.460000000000001,49.170000000000002,43.522222222222219,,,41.09999999999998,49.133333333333333,49.899999999999999,52.650000000000006,45.975000000000001,,48.82,,,38.752307692307689,,41.024999999999999,,,,48.5,44.5,44.766666666666673,46.774999999999999,,48.854545454545452,,46.654545454545449,,49.933333333333337,52.133333333333333,52.0,
2012-10-23 20:08:00,46.624528301886755,37.445454545454545,36.296363636363608,50.420000000000002,48.599999999999994,47.600000000000016,,50.460000000000001,49.118181818181824,43.700000000000003,,,41.133333333333347,49.07,49.645454545454555,52.609999999999999,45.5,,49.422222222222217,,,39.113600000000005,,40.716666666666669,,,,48.539999999999999,44.43636363636363,44.799999999999997,46.966666666666669,,48.700000000000003,,46.672727272727272,,50.190000000000005,52.100000000000001,52.0,
2012-10-23 20:09:00,46.822641509433993,37.660000000000011,36.438888888888883,50.454545454545453,48.599999999999994,47.750000000000007,,50.722222222222221,48.979999999999997,44.24444444444444,,,41.506060606060586,49.089999999999996,49.588888888888889,52.654545454545456,46.833333333333336,,49.480000000000004,,,39.342745098039209,,41.0,,,,48.600000000000001,44.422222222222224,44.866666666666667,47.0,,48.881818181818183,,46.539999999999999,,50.319999999999993,52.079999999999998,52.0,
2012-10-23 20:10:00,47.080769230769185,38.354545454545466,36.594444444444406,50.310000000000002,48.450000000000003,47.879999999999988,,50.399999999999999,48.954545454545446,44.390909090909084,,,41.5657142857143,49.144444444444439,49.972727272727276,52.760000000000005,47.099999999999994,,48.933333333333337,,,39.112500000000011,,40.866666666666667,,,,48.75,44.642857142857146,44.866666666666667,46.820000000000007,,49.18,,46.827272727272721,,50.319999999999993,52.079999999999998,52.033333333333331,
2012-10-23 20:11:00,47.080769230769185,37.960000000000008,36.547368421052603,50.310000000000002,48.577777777777776,47.833333333333343,,50.399999999999991,48.950000000000003,44.655555555555559,,,41.554999999999971,49.0625,49.989999999999995,52.640000000000008,47.099999999999994,,48.600000000000001,,,39.195925925925934,,40.540000000000006,,,,48.899999999999999,44.63333333333334,44.79999999999999,47.016666666666659,,49.354545454545452,,46.827272727272721,,49.769999999999996,52.179999999999993,52.033333333333331,
2012-10-23 20:12:00,47.080769230769185,37.863636363636367,36.077777777777776,50.340000000000003,48.633333333333326,47.722222222222214,,50.545454545454547,49.299999999999997,44.68888888888889,,,41.817647058823525,49.0625,49.844444444444449,52.445454545454545,45.450000000000003,,49.466666666666669,,,39.279811320754717,,41.260000000000005,,,,49.049999999999997,44.636363636363647,44.799999999999997,47.149999999999999,,49.354545454545452,,46.827272727272721,,50.149999999999999,52.283333333333331,52.200000000000003,
2012-10-23 20:13:00,47.080769230769185,38.219999999999999,36.035087719298211,50.481818181818191,48.633333333333326,47.640000000000001,,50.499999999999993,49.050000000000004,44.63000000000001,,,41.817948717948717,49.0625,49.887499999999996,52.322222222222216,45.600000000000001,,49.466666666666669,,,39.3387037037037,,41.260000000000005,,,,49.049999999999997,44.68,45.0,47.079999999999998,,49.354545454545452,,46.827272727272721,,50.211111111111116,52.116666666666667,52.200000000000003,
2012-10-23 20:14:00,47.047058823529433,38.099999999999994,35.959649122807058,50.200000000000003,48.610000000000007,47.600000000000009,,50.612499999999997,49.027272727272724,44.840000000000003,,,41.468421052631534,49.079999999999998,49.919999999999995,52.36999999999999,45.600000000000001,,49.466666666666669,,,39.239259259259264,,41.260000000000005,,,,49.049999999999997,44.800000000000004,45.049999999999997,46.859999999999999,,49.354545454545452,,46.827272727272721,,50.400000000000006,51.979999999999997,52.299999999999997,
2012-10-23 20:15:00,46.954237288135609,38.469999999999999,35.941379310344821,50.200000000000003,48.699999999999996,47.609090909090924,,50.749999999999993,48.969999999999999,44.911111111111111,,,41.486206896551714,49.200000000000003,49.971428571428575,52.777777777777779,44.925000000000004,,49.299999999999997,,,39.204909090909098,,41.366666666666667,,,,49.049999999999997,44.763636363636365,44.933333333333337,46.839999999999996,,49.581818181818193,,46.827272727272721,,50.950000000000003,52.216666666666669,52.212499999999991,
2012-10-23 20:16:00,46.886538461538471,38.218181818181819,36.159259259259244,50.549999999999997,48.699999999999996,47.744444444444447,,50.800000000000004,48.790909090909096,44.611111111111114,,,40.942499999999988,49.200000000000003,50.300000000000004,52.866666666666667,44.0,,48.9375,,,39.560740740740734,,41.033333333333331,,,,48.825000000000003,44.579999999999998,45.150000000000006,46.866666666666674,,49.479999999999997,,42.959999999999994,,50.549999999999997,52.280000000000008,52.166666666666664,
2012-10-23 20:17:00,46.694827586206856,37.970000000000006,36.200000000000024,50.0,48.699999999999996,47.830000000000005,,50.800000000000004,48.890000000000001,44.609999999999999,,,41.35208333333334,49.200000000000003,50.300000000000004,53.018181818181809,44.0,,48.711111111111109,,,39.95425925925926,,40.833333333333336,,,,48.875,44.375,45.074999999999996,46.719999999999999,,49.390909090909076,,43.463636363636361,,50.344444444444441,52.083333333333336,52.166666666666664,
2012-10-23 20:18:00,46.401851851851859,37.970000000000006,36.196296296296318,49.879999999999995,48.699999999999996,47.800000000000004,,50.800000000000004,48.581818181818193,44.43636363636363,,,41.640000000000001,49.200000000000003,50.236363636363642,52.960000000000001,44.0,,49.379999999999995,,,40.130599999999987,,40.716666666666669,,,,48.899999999999999,44.477777777777781,45.100000000000001,47.133333333333326,,49.220000000000006,,42.609999999999999,,50.525000000000006,52.166666666666664,52.200000000000003,
2012-10-23 20:19:00,46.368421052631618,38.159999999999997,36.053571428571395,49.879999999999995,48.919999999999995,47.800000000000004,,50.800000000000004,48.770000000000003,44.588888888888889,,,41.847619047619041,49.300000000000004,50.037500000000001,52.877777777777773,44.5,,49.019999999999996,,,39.866923076923072,,41.0,,,,49.100000000000001,44.585714285714289,45.150000000000006,47.383333333333326,,48.927272727272722,,42.263636363636365,,50.5,52.120000000000005,52.100000000000001,
2012-10-23 20:20:00,46.596428571428532,38.163636363636357,36.105555555555554,49.710000000000001,48.899999999999999,47.800000000000004,,50.800000000000004,49.136363636363633,44.379999999999995,,,41.909999999999982,49.040000000000006,49.975000000000001,52.819999999999993,44.5,,48.655555555555559,,,39.411132075471691,,41.019999999999996,,,,49.049999999999997,44.650000000000006,45.299999999999997,47.320000000000007,,49.020000000000003,,43.290000000000006,,50.340000000000003,52.25,51.799999999999997,
2012-10-23 20:21:00,46.750909090909104,38.179999999999993,36.0,49.710000000000001,49.200000000000003,47.712499999999999,,50.800000000000004,49.049999999999997,44.362499999999997,,,41.56774193548388,49.125,50.199999999999996,52.762500000000003,44.5,,49.309090909090898,,,39.299807692307681,,41.410000000000004,,,,49.0,44.811111111111103,45.300000000000004,47.333333333333336,,49.354545454545452,,42.409090909090914,,50.06666666666667,52.359999999999992,52.0,
2012-10-23 20:22:00,46.98113207547167,38.281818181818181,35.712121212121211,49.909090909090907,49.174999999999997,47.699999999999996,,52.011111111111106,49.118181818181817,44.549999999999997,,,41.700000000000003,49.222222222222214,50.120000000000005,53.049999999999997,43.700000000000003,,49.04999999999999,,,39.327500000000008,,41.757142857142853,,,,49.0,44.672727272727279,45.333333333333336,47.060000000000002,,49.679999999999993,,42.1875,,50.166666666666664,52.359999999999992,52.0,
2012-10-23 20:23:00,47.165454545454516,38.439999999999998,35.581081081081102,49.909090909090907,49.154545454545456,47.680000000000007,,51.710000000000001,48.989999999999995,44.466666666666661,,,41.843333333333334,49.25,50.149999999999999,52.5,43.799999999999997,,49.04999999999999,,,39.38654545454547,,41.899999999999999,,,,49.100000000000001,44.645454545454541,45.349999999999994,47.149999999999999,,49.990909090909099,,41.481818181818184,,50.228571428571421,52.359999999999992,52.299999999999997,
2012-10-23 20:24:00,47.189285714285688,38.536363636363646,35.695454545454567,49.909090909090907,49.120000000000005,47.533333333333331,,51.57777777777779,48.989999999999995,44.189999999999998,,,41.947222222222237,49.377777777777773,50.399999999999999,52.75,43.799999999999997,,49.04999999999999,,,39.807499999999997,,41.43333333333333,,,,49.225000000000009,44.590000000000011,45.399999999999999,46.949999999999996,,50.049999999999997,,41.480000000000004,,50.683333333333337,52.359999999999992,52.299999999999997,
2012-10-23 20:25:00,47.203636363636328,38.350000000000001,35.700000000000031,49.909090909090907,49.090000000000003,47.611111111111114,,51.625000000000007,48.989999999999995,44.233333333333327,,,41.935714285714276,49.537500000000009,50.399999999999991,52.918181818181822,43.766666666666673,,48.609999999999999,,,39.689821428571413,,41.375,,,,49.300000000000004,44.666666666666664,45.399999999999999,47.059999999999995,,49.800000000000004,,41.699999999999996,,50.683333333333337,52.359999999999992,52.299999999999997,
2012-10-23 20:26:00,46.971929824561464,38.600000000000001,35.815624999999997,49.909090909090907,49.199999999999996,47.766666666666673,,51.5,49.018181818181823,43.966666666666669,,,42.013043478260862,49.537500000000009,50.412499999999994,52.575000000000003,43.600000000000001,,48.355555555555554,,,39.807222222222208,,41.549999999999997,,,,49.440000000000005,44.75714285714286,45.433333333333337,46.774999999999999,,49.459999999999994,,42.24285714285714,,50.680000000000007,52.716666666666661,52.299999999999997,
2012-10-23 20:27:00,46.732727272727303,38.279999999999994,36.075555555555574,50.881818181818176,49.274999999999999,47.800000000000004,,51.3125,49.018181818181823,44.019999999999996,,,41.443478260869554,49.537500000000009,50.48888888888888,52.733333333333341,43.133333333333326,,48.950000000000003,,,39.635185185185179,,41.537500000000001,,,,49.399999999999999,44.844444444444441,45.466666666666669,46.683333333333337,,49.218181818181819,,41.909090909090907,,50.625,52.975000000000001,52.299999999999997,
2012-10-23 20:28:00,46.911111111111133,38.509090909090908,36.19347826086959,50.449999999999996,49.340000000000003,47.859999999999999,,51.25,49.018181818181823,44.300000000000004,,,41.103030303030316,49.460000000000001,50.340000000000003,52.733333333333341,43.133333333333326,,49.328571428571429,,,39.747884615384613,,41.228571428571435,,,,49.450000000000003,45.028571428571432,45.524999999999999,46.466666666666669,,49.050000000000004,,41.859999999999999,,50.637500000000003,52.879999999999995,52.299999999999997,
2012-10-23 20:29:00,47.139130434782622,38.244444444444447,36.281395348837201,50.449999999999996,49.349999999999994,48.0,,50.966666666666669,49.018181818181823,44.480000000000004,,,40.830769230769228,49.316666666666663,50.175000000000004,53.100000000000001,43.133333333333326,,48.333333333333336,,,39.98782608695651,,41.600000000000001,,,,49.399999999999999,45.028571428571432,45.524999999999999,46.740000000000009,,49.144444444444446,,41.419999999999995,,50.350000000000001,52.979999999999997,52.299999999999997,
2012-10-23 20:30:00,47.139130434782622,38.244444444444447,36.281395348837201,50.449999999999996,49.349999999999994,48.0,,50.966666666666669,49.018181818181823,44.480000000000004,,,40.830769230769228,49.316666666666663,50.175000000000004,53.100000000000001,43.133333333333326,,48.333333333333336,,,39.98782608695651,,41.600000000000001,,,,49.399999999999999,45.028571428571432,45.524999999999999,46.740000000000009,,49.144444444444446,,41.419999999999995,,50.350000000000001,52.979999999999997,52.299999999999997,
2012-10-23 20:31:00,47.139130434782622,38.399999999999999,36.100000000000001,51.049999999999997,49.349999999999994,47.899999999999999,,50.549999999999997,48.399999999999999,44.399999999999999,,,41.189999999999998,49.399999999999999,49.899999999999999,53.899999999999999,43.133333333333326,,49.100000000000001,,,40.762727272727268,,41.299999999999997,,,,50.0,45.100000000000001,45.524999999999999,47.399999999999999,,50.066666666666663,,41.399999999999999,,50.299999999999997,52.799999999999997,52.299999999999997,
2012-10-23 20:32:00,47.139130434782622,38.269999999999996,36.112499999999997,50.630000000000003,49.775000000000006,47.899999999999999,,50.500000000000007,48.109999999999999,44.416666666666664,,,41.358620689655176,49.36666666666666,49.914285714285711,53.399999999999991,43.133333333333326,,48.475000000000001,,,40.265599999999992,,41.533333333333339,,,,50.0,45.222222222222221,45.399999999999999,47.700000000000003,,50.244444444444447,,41.777777777777779,,49.68333333333333,53.160000000000004,52.299999999999997,
2012-10-23 20:33:00,47.139130434782622,38.522222222222226,36.299999999999997,49.540000000000006,49.724999999999994,47.871428571428567,,50.779999999999994,47.877777777777773,44.599999999999994,,,41.523076923076928,49.460000000000001,49.914285714285711,53.222222222222221,43.133333333333326,,48.533333333333331,,,40.144693877551013,,41.533333333333339,,,,50.100000000000001,45.362500000000004,45.399999999999999,47.600000000000001,,50.389999999999993,,41.459999999999994,,49.222222222222221,53.319999999999993,52.299999999999997,
2012-10-23 20:34:00,47.359259259259268,38.299999999999997,36.313043478260859,50.855555555555554,49.922222222222224,47.81111111111111,,50.650000000000006,48.119999999999997,44.939999999999998,,,41.751724137931049,49.54999999999999,49.93,53.088888888888896,43.133333333333326,,49.222222222222221,,,39.872199999999999,,41.457142857142856,,,,50.066666666666663,45.149999999999999,45.433333333333337,48.0,,50.466666666666669,,41.419999999999995,,49.162500000000001,53.339999999999996,52.299999999999997,
2012-10-23 20:35:00,47.219642857142844,38.210000000000001,36.514285714285727,51.045454545454547,50.019999999999996,47.699999999999996,,50.769999999999996,48.479999999999997,44.960000000000001,,,41.731999999999992,49.389999999999993,49.680000000000007,53.511111111111113,43.133333333333326,,48.566666666666663,,,39.722352941176467,,41.133333333333333,,,,49.933333333333337,45.233333333333334,45.399999999999999,47.800000000000004,,50.545454545454547,,41.411111111111119,,49.07,53.249999999999993,52.299999999999997,
2012-10-23 20:36:00,46.779245283018831,38.43636363636363,36.163414634146328,50.020000000000003,49.855555555555554,47.699999999999996,,50.929999999999993,48.618181818181817,45.109999999999999,,,41.792307692307688,49.533333333333331,49.640000000000008,53.288888888888891,43.133333333333326,,48.37777777777778,,,40.456603773584902,,41.233333333333334,,,,49.716666666666669,45.157142857142851,45.333333333333336,47.600000000000001,,50.450000000000003,,41.445454545454545,,49.140000000000001,53.466666666666669,52.299999999999997,
2012-10-23 20:37:00,46.779245283018831,38.100000000000001,36.204999999999998,51.154545454545449,49.899999999999999,47.760000000000005,,51.087499999999999,48.620000000000005,45.5,,,41.792307692307688,49.550000000000004,49.737499999999997,53.319999999999993,43.133333333333326,,49.149999999999999,,,39.353090909090909,,41.299999999999997,,,,49.600000000000001,45.442857142857143,45.5,47.850000000000001,,50.18181818181818,,41.609999999999999,,49.333333333333336,53.660000000000004,52.299999999999997,
2012-10-23 20:38:00,46.779245283018831,38.590909090909093,36.438461538461524,51.770000000000003,49.899999999999991,47.700000000000003,,50.81428571428571,48.510000000000005,45.779999999999994,,,41.277777777777786,49.600000000000001,49.637500000000003,53.037500000000001,43.133333333333326,,49.43333333333333,,,39.110363636363616,,41.590000000000003,,,,49.5,45.337499999999999,45.425000000000004,47.849999999999994,,50.100000000000009,,41.544444444444444,,50.039999999999999,53.61999999999999,52.299999999999997,
2012-10-23 20:39:00,46.779245283018831,38.709999999999994,36.528571428571425,50.5,49.86666666666666,47.766666666666673,,50.722222222222214,48.672727272727279,45.512499999999996,,,40.780952380952378,49.745454545454542,49.588888888888896,53.012499999999996,43.133333333333326,,48.43333333333333,,,39.110363636363616,,41.483333333333334,,,,49.366666666666667,45.528571428571418,45.399999999999999,47.666666666666664,,49.990909090909092,,41.369999999999997,,49.533333333333331,53.620000000000005,52.299999999999997,
2012-10-23 20:40:00,46.779245283018831,38.745454545454542,36.586666666666673,50.109999999999999,50.010000000000005,47.774999999999999,,50.649999999999999,48.31818181818182,45.449999999999996,,,40.12083333333333,49.766666666666666,49.544444444444451,53.06363636363637,43.133333333333326,,48.600000000000001,,,39.110363636363616,,41.375,,,,49.200000000000003,45.209090909090918,45.299999999999997,47.716666666666669,,49.769999999999996,,41.572727272727278,,48.966666666666669,54.100000000000001,52.299999999999997,
2012-10-23 20:41:00,46.779245283018831,38.409999999999997,36.666666666666671,50.027272727272724,49.855555555555561,47.75,,50.827272727272728,48.079999999999998,45.07,,,39.985714285714295,49.479999999999997,49.63000000000001,53.25555555555556,43.133333333333326,,49.039999999999999,,,38.914814814814797,,41.31428571428571,,,,49.100000000000001,45.260000000000005,45.299999999999997,47.899999999999999,,49.727272727272727,,41.414285714285711,,48.922222222222217,54.099999999999994,52.299999999999997,
2012-10-23 20:42:00,46.139999999999993,38.409999999999997,36.411428571428573,49.966666666666669,49.877777777777773,47.718181818181819,,50.899999999999991,48.159999999999997,44.799999999999997,,,40.900000000000006,49.300000000000004,49.609090909090916,53.154545454545456,43.133333333333326,,48.720000000000006,,,38.893090909090922,,41.160000000000004,,,,49.059999999999995,45.172727272727279,45.299999999999997,48.100000000000001,,49.740000000000002,,41.399999999999999,47.0,48.779999999999994,54.160000000000004,52.299999999999997,
2012-10-23 20:43:00,46.455555555555563,38.169999999999995,36.476190476190467,49.699999999999996,49.736363636363642,47.718181818181819,,50.854545454545452,48.645454545454548,44.699999999999996,,,40.527999999999992,49.300000000000004,49.388888888888886,53.510000000000005,43.133333333333326,,48.379999999999995,,,39.387222222222199,40.700000000000003,41.411111111111119,,,44.899999999999999,49.100000000000001,45.177777777777777,45.300000000000004,47.960000000000001,,49.927272727272722,,41.345454545454551,46.5,48.649999999999999,54.140000000000001,52.299999999999997,
2012-10-23 20:44:00,46.458620689655191,38.472727272727276,36.337837837837853,49.799999999999997,49.737499999999997,47.718181818181819,,50.850000000000001,48.670000000000002,44.658333333333331,,,40.591666666666676,49.450000000000003,49.460000000000001,53.336363636363629,43.133333333333326,,48.379999999999995,,,39.785370370370366,40.600000000000001,41.480000000000004,,,44.899999999999999,49.299999999999997,45.054545454545455,45.5,48.160000000000004,,50.220000000000006,,41.210000000000001,46.299999999999997,48.649999999999999,53.75,52.299999999999997,
2012-10-23 20:45:00,46.561403508771896,38.480000000000004,36.538461538461547,51.055555555555557,49.699999999999996,47.718181818181819,,50.86999999999999,48.727272727272741,44.68,,,40.500000000000007,49.5,49.399999999999999,53.43333333333333,43.133333333333326,,48.980000000000004,,,40.21327272727271,40.566666666666663,41.480000000000004,,,45.100000000000001,49.200000000000003,45.43,45.5,48.380000000000003,,50.327272727272728,,41.199999999999996,46.240000000000009,48.649999999999999,53.300000000000011,52.299999999999997,
2012-10-23 20:46:00,46.521428571428579,38.600000000000001,36.389655172413782,50.950000000000003,49.614285714285714,47.718181818181819,,51.049999999999997,48.510000000000005,44.662500000000009,,,40.01428571428572,49.666666666666664,49.31666666666667,53.516666666666673,43.133333333333326,,48.980000000000004,,,39.96200000000001,40.566666666666663,41.483333333333327,,,44.899999999999999,49.100000000000001,45.429999999999993,45.350000000000001,48.075000000000003,,50.310000000000002,,41.322222222222223,46.299999999999997,48.285714285714285,53.700000000000003,52.299999999999997,
2012-10-23 20:47:00,46.553571428571388,38.730000000000004,36.575000000000003,50.572727272727271,49.530000000000001,47.577777777777783,55.049999999999997,51.125000000000007,48.672727272727272,44.422222222222217,,,40.152941176470591,49.300000000000004,49.675000000000004,53.385714285714286,43.133333333333326,,48.980000000000004,,,39.533090909090923,40.566666666666663,41.483333333333327,,,44.899999999999999,49.225000000000009,45.25,45.475000000000001,47.739999999999995,,50.25454545454545,,41.319999999999993,46.366666666666667,48.533333333333331,53.400000000000006,52.299999999999997,
2012-10-23 20:48:00,46.643636363636297,38.63636363636364,36.457894736842093,49.599999999999994,49.466666666666661,47.625000000000007,55.049999999999997,51.044444444444451,48.136363636363633,44.322222222222223,,,40.578571428571429,49.25555555555556,49.580000000000005,53.29999999999999,43.133333333333326,,48.920000000000002,,,39.700740740740748,40.566666666666663,41.274999999999999,,,44.899999999999999,49.225000000000009,45.127272727272732,45.200000000000003,47.833333333333343,,50.219999999999999,35.185714285714283,41.311111111111103,46.460000000000001,48.233333333333327,53.25,52.299999999999997,
2012-10-23 20:49:00,46.856896551724141,38.679999999999993,36.399999999999991,49.390000000000001,49.466666666666661,47.600000000000009,55.049999999999997,51.125,48.136363636363633,44.100000000000001,,,40.578571428571429,49.25555555555556,49.450000000000003,53.29999999999999,43.133333333333326,,48.533333333333331,,,40.166428571428568,40.655555555555544,41.274999999999999,,,44.899999999999999,49.524999999999999,45.127272727272732,45.200000000000003,48.200000000000003,,50.418181818181822,35.114285714285714,41.109090909090916,46.640000000000001,47.460000000000001,53.520000000000003,52.299999999999997,
2012-10-23 20:50:00,47.069090909090853,38.545454545454547,36.391999999999989,49.290909090909082,49.466666666666661,47.550000000000004,55.049999999999997,50.820000000000007,48.320000000000007,44.100000000000001,,,40.578571428571429,49.25555555555556,49.36999999999999,53.29999999999999,43.133333333333326,,48.533333333333331,37.962499999999999,,40.09740740740741,40.200000000000003,41.274999999999999,,,44.399999999999999,49.549999999999997,45.127272727272732,45.100000000000001,48.475000000000001,,50.560000000000009,35.179999999999993,41.090000000000003,46.833333333333336,48.600000000000001,53.283333333333331,52.299999999999997,
2012-10-23 20:51:00,47.153448275862054,38.590000000000003,36.281818181818203,49.490000000000002,49.133333333333326,47.571428571428569,55.049999999999997,51.037500000000001,48.236363636363627,43.816666666666663,,,40.578571428571429,49.25555555555556,49.399999999999991,53.144444444444446,43.133333333333326,,48.533333333333331,38.125,,39.508867924528296,40.200000000000003,41.0,,,44.533333333333331,49.633333333333333,45.460000000000001,45.299999999999997,48.140000000000001,,50.549999999999997,35.179999999999993,41.200000000000003,46.75,48.600000000000001,53.320000000000007,52.299999999999997,
2012-10-23 20:52:00,47.129090909090877,38.600000000000001,36.281818181818203,48.727272727272727,49.224999999999994,47.442857142857136,55.0,50.911111111111111,48.630000000000003,43.899999999999991,,,40.68205128205129,49.25555555555556,49.483333333333327,53.144444444444446,43.133333333333326,37.0,48.0,38.033333333333331,,39.660377358490564,40.366666666666667,41.0,,,44.600000000000001,49.766666666666673,45.381818181818183,45.275000000000006,47.866666666666667,,50.418181818181807,35.180000000000007,41.300000000000004,47.20000000000001,47.299999999999997,53.149999999999999,52.299999999999997,41.0
2012-10-23 20:53:00,47.174074074074035,38.93,36.281818181818203,49.000000000000007,49.324999999999996,47.333333333333343,54.983333333333327,50.949999999999996,48.630000000000003,43.872727272727275,,,40.68205128205129,48.755555555555553,49.459999999999994,53.13000000000001,43.133333333333326,37.037500000000001,47.412499999999994,37.950000000000003,,39.954615384615394,40.785714285714285,41.237500000000004,,,44.600000000000001,50.049999999999997,45.371428571428574,45.266666666666673,47.720000000000006,,50.409999999999989,35.199999999999996,41.136363636363633,47.059999999999995,46.899999999999999,53.349999999999994,52.299999999999997,41.0
