metadata,1_nodes,2_nodes,3_nodes,4_nodes,5_nodes,6_nodes,7_nodes,8_nodes,9_nodes,10_nodes,20_nodes,30_nodes,40_nodes,50_nodes,60_nodes,70_nodes,80_nodes,90_nodes,100_nodes,200_nodes,300_nodes,400_nodes,500_nodes,600_nodes,700_nodes,800_nodes,900_nodes,1000_nodes
1,373.67663699999997,23.726101,42.125648,53.221163,68.870938,90.98867899999999,99.11586899999999,131.878199,111.466248,119.024345,280.25052999999997,462.134409,885.6235419999999,1120.289889,1575.586404,1990.1020039999999,2511.770814,3128.298031,3817.1456319999998,13306.846583999999,29796.207931999998,49281.559113999996,75678.937355,108456.741471,146314.369522,187502.414103,243085.25524199998,296410.379408
1,6.894829,31.646065999999998,17.670424,25.905834,35.21376,38.492014999999995,48.432193999999996,64.041125,65.20765899999999,84.29334899999999,222.40052699999998,434.92567499999996,673.010813,927.159669,1322.219512,1801.263722,2445.0348369999997,3032.535672,3683.0407649999997,11862.461119,26208.673811,48421.830173999995,74558.8521,106880.79041,145052.397221,191375.240777,247481.529025,291794.84813999996
1,4.918493,11.036446999999999,15.30796,22.266052,27.067041999999997,37.192257,49.137282,52.130582999999994,67.66631199999999,76.459274,219.74431199999998,411.17076099999997,684.072139,1005.3722879999999,1386.5936749999998,1848.319205,2383.447917,2940.7235929999997,3629.023092,13758.135295,25647.660716,46259.933528999994,67757.819293,107650.109419,145053.210248,185245.262426,235752.56233299998,295491.398167
1,4.844296,10.663283,16.256411,23.408296,28.224131,36.982395,45.540102999999995,51.809858,64.115777,74.06079,212.479876,404.46367999999995,630.807192,971.809257,1326.46212,1821.8998419999998,2417.997172,3011.146778,3201.028002,11345.951562999999,26864.086432,49504.957489,73917.468148,106056.957115,144351.371868,187624.638183,241998.003955,297836.180105
1,6.559168,11.295017999999999,15.105291999999999,23.801256,30.959726,40.470202,45.932418999999996,70.38216899999999,65.743551,69.380675,218.753819,407.082928,663.767401,964.576514,1370.81199,1829.843696,2339.464427,2982.477441,3652.254664,12664.524026,26423.08322,49425.880355,75557.449646,102891.810952,143921.180896,186786.82968999998,244031.78331499998,296861.90921199997
