nodes,10_metadata_mismatches
1,32.006218
1,7.6936279999999995
1,8.070122999999999
1,7.65536
1,6.3929
2,29.573237
2,8.287078
2,8.034787999999999
2,7.713832
2,7.045395
3,21.756313
3,8.91542
3,9.361179
3,10.838825
3,7.206115
4,19.657856
4,9.624825999999999
4,8.555456999999999
4,8.302829
4,9.396835
5,22.79734
5,10.516618
5,9.55269
5,9.577829999999999
5,9.427982
6,23.969504
6,13.544336
6,13.817371999999999
6,13.37124
6,12.870546
7,18.724228999999998
7,11.962905
7,11.211689
7,10.456425
7,9.910012
8,21.918004999999997
8,15.695901
8,12.829158999999999
8,12.075001
8,14.536290999999999
9,60.431324
9,13.269152
9,11.465259
9,11.901845999999999
9,12.210946
10,18.097949
10,15.056693999999998
10,12.315859999999999
10,12.399659
10,12.688665
20,31.283958
20,22.524103
20,20.816143
20,20.961247
20,21.453696
30,35.945551
30,26.07601
30,23.845910999999997
30,25.707759
30,25.345574
40,34.254246
40,31.860872999999998
40,30.473737
40,30.591296
40,32.94039
50,39.245692999999996
50,39.249941
50,41.422498
50,37.509141
50,41.529246
60,43.723141999999996
60,47.248214
60,45.380671
60,47.883755
60,47.891521
70,49.371936
70,51.346239999999995
70,51.658698
70,50.328336
70,52.463426
80,58.583707999999994
80,61.388166
80,61.958625
80,62.709976
80,61.139829
90,68.663266
90,72.00843499999999
90,56.747243
90,69.634997
90,73.311178
100,106.57592799999999
100,83.17790699999999
100,68.71539
100,79.932125
100,63.967271999999994
200,137.923612
200,164.10347299999998
200,149.180829
200,180.13361899999998
200,182.455071
300,214.023177
300,262.058946
300,278.856358
300,243.43064099999998
300,280.76985099999996
400,376.034939
400,401.22781699999996
400,430.162151
400,417.09851199999997
400,415.307396
500,525.140722
500,585.6365109999999
500,561.491099
500,610.057869
500,553.750227
600,720.412657
600,775.39576
600,753.03967
600,788.5945009999999
600,791.0717139999999
700,991.0243479999999
700,1037.424626
700,1022.247074
700,1049.930767
700,988.3013599999999
800,1301.376628
800,1294.958641
800,1295.0172189999998
800,1267.161071
800,1288.75857
900,1713.844101
900,1665.609862
900,1697.6273059999999
900,1666.1595459999999
900,1656.8820349999999
1000,2115.707035
1000,2122.447425
1000,2167.001563
1000,2117.812767
1000,2119.055973
