nodes,10_metadata_mismatches
1,298.381593
1,4.694323
1,4.464443999999999
1,4.602217
1,4.162776
2,25.866146
2,8.588315
2,7.821895
2,7.760051
2,7.416233
3,42.850545
3,15.261116
3,13.028438999999999
3,15.403735999999999
3,12.035663999999999
4,52.858585999999995
4,16.941588
4,16.776798
4,17.976618
4,16.081208999999998
5,55.677378
5,26.883155
5,22.404318999999997
5,23.608926999999998
5,21.847056
6,72.160066
6,32.887305999999995
6,29.104632
6,28.770184
6,30.713866999999997
7,76.82032199999999
7,39.023050999999995
7,34.567761
7,34.200039
7,33.285986
8,79.340057
8,50.819896
8,43.609953
8,44.223879
8,48.522794
9,95.57334499999999
9,58.503026
9,47.421377
9,51.382954999999995
9,47.884364999999995
10,97.91353099999999
10,72.722445
10,62.524663999999994
10,60.273891
10,62.826291
20,219.312817
20,203.41480299999998
20,180.108338
20,183.23370799999998
20,185.795268
30,494.35853499999996
30,372.551556
30,363.44476699999996
30,362.19834499999996
30,370.146463
40,826.7058109999999
40,615.63545
40,613.8127129999999
40,630.423786
40,634.3356
50,1147.042124
50,941.000783
50,967.070249
50,884.6357869999999
50,1026.030144
60,1578.977285
60,1380.2217699999999
60,1446.6175919999998
60,1420.24261
60,1441.838372
70,2077.264141
70,1940.007742
70,1938.9890639999999
70,1908.123609
70,1868.72922
80,2521.619961
80,2471.4174909999997
80,2470.120396
80,2429.392127
80,2400.689104
90,3171.835374
90,3069.4502469999998
90,3054.922763
90,3118.805912
90,3211.153954
100,3695.7119599999996
100,3873.569287
100,3300.337994
100,3839.417713
100,3319.6119559999997
200,14356.733117
200,15989.510092999999
200,13504.771019
200,13701.809776
200,11685.002443
300,30109.967074
300,28472.748571
300,30046.888785
300,30318.289371
300,29731.96763
400,53550.243874
400,52813.501024
400,54741.266441
400,52483.664439
400,51726.630762
500,81305.994701
500,79797.858195
500,80498.411486
500,80718.09849799999
500,80718.143902
600,113490.974727
600,114036.230904
600,111639.36916799999
600,115511.853523
600,114289.99244999999
700,152582.910898
700,150485.172188
700,151003.24006399998
700,154358.056071
700,150251.697659
800,199128.90936199998
800,200537.276601
800,198502.58337799998
800,199904.517873
800,191407.665607
900,252528.797355
900,242509.54209899998
900,252142.26688799998
900,253081.76955
900,251554.96150099998
1000,309081.96699499997
1000,313944.724902
1000,311198.438514
1000,319298.82021
1000,318514.6468
