nodes,10_metadata_mismatches
1,0.6228349999999999
1,0.294558
1,0.32973199999999997
1,0.27946299999999996
1,0.274039
2,1.6174359999999999
2,0.428125
2,0.56323
2,0.43715099999999996
2,0.478338
3,0.6118859999999999
3,0.6476839999999999
3,0.66519
3,0.599066
3,0.604706
4,0.648326
4,0.841553
4,0.789627
4,0.748061
4,0.78615
5,0.711556
5,1.0572439999999999
5,1.108161
5,1.039086
5,1.3394759999999999
6,0.798084
6,1.347766
6,1.398655
6,1.3527909999999999
6,1.4031749999999998
7,0.929295
7,1.2306139999999999
7,1.4920559999999998
7,1.279522
7,1.268062
8,1.254891
8,1.701156
8,1.771007
8,1.6292959999999999
8,1.5446609999999998
9,1.303316
9,1.641479
9,1.664652
9,1.7114079999999998
9,1.750017
10,1.8437029999999999
10,1.782289
10,1.830366
10,1.844276
10,1.8286259999999999
20,4.392084
20,3.497903
20,3.419851
20,3.9002519999999996
20,3.95172
30,5.862016
30,5.3659289999999995
30,5.088793
30,5.068150999999999
30,5.791837999999999
40,7.23616
40,7.036326
40,7.7260729999999995
40,7.53456
40,7.436373
50,8.059676
50,8.968532
50,9.844676
50,9.034229
50,10.202655
60,9.747906
60,11.554017
60,14.903459999999999
60,11.982101
60,11.712729999999999
70,12.912635
70,13.655878
70,13.91903
70,14.321714
70,14.150869
80,13.90076
80,16.363186
80,17.024375
80,16.583425
80,16.698664
90,19.823925
90,20.482765
90,18.826684
90,20.466955
90,21.892526999999998
100,19.94249
100,22.663470999999998
100,19.736784
100,23.617907
100,20.172386
200,46.190011
200,53.854915999999996
200,49.533367999999996
200,48.017671
200,47.379621
300,85.26861099999999
300,94.61733
300,95.830591
300,98.08355
300,95.85513999999999
400,157.048036
400,176.771231
400,180.90260899999998
400,171.871031
400,182.69017599999998
500,265.100984
500,283.818652
500,279.483989
500,281.058627
500,289.827738
600,411.317301
600,437.809693
600,424.54596399999997
600,435.393783
600,444.419769
700,676.10119
700,635.248843
700,731.550584
700,661.023374
700,717.8759309999999
800,965.452539
800,983.9259509999999
800,952.878158
800,979.260005
800,948.0364649999999
900,1305.731787
900,1339.1973309999998
900,1286.604785
900,1332.439269
900,1283.631181
1000,1673.965356
1000,1679.450259
1000,1714.92542
1000,1720.454154
1000,1681.6007009999998
