nodes,1_metadata_mismatches,2_metadata_mismatches,3_metadata_mismatches,4_metadata_mismatches,5_metadata_mismatches,6_metadata_mismatches,7_metadata_mismatches,8_metadata_mismatches,9_metadata_mismatches,10_metadata_mismatches,20_metadata_mismatches,30_metadata_mismatches,40_metadata_mismatches,50_metadata_mismatches,60_metadata_mismatches,70_metadata_mismatches,80_metadata_mismatches,90_metadata_mismatches,100_metadata_mismatches,200_metadata_mismatches,300_metadata_mismatches,400_metadata_mismatches,500_metadata_mismatches,600_metadata_mismatches,700_metadata_mismatches,800_metadata_mismatches,900_metadata_mismatches,1000_metadata_mismatches
1,0.642376,1.388058,0.255027,0.28737,0.24674,0.425894,0.27042099999999997,0.324323,0.26803299999999997,0.33987999999999996,0.37695599999999996,0.33425099999999996,0.387853,0.468132,0.471491,0.643614,0.473136,0.495812,0.581718,0.993694,1.316411,1.7844989999999998,3.625231,2.557285,3.172589,3.22181,3.522379,4.018279
1,0.289697,0.316297,0.301114,0.421361,0.38258899999999996,0.352386,0.356579,0.317166,0.322195,0.24637699999999998,0.27391099999999996,0.32131699999999996,0.381326,0.445054,0.520095,0.49599,0.478446,0.507357,0.517981,1.003626,1.370213,1.698133,1.980645,4.532348,3.212115,3.2310049999999997,3.622616,4.201339
1,0.317672,0.23451799999999998,0.224886,0.299066,0.231924,0.9245549999999999,0.308312,0.31040599999999996,0.555526,0.23729499999999998,0.27985099999999996,0.316481,0.33435499999999996,0.457381,0.42402599999999996,0.47128499999999995,0.460528,0.572881,0.568626,0.9228149999999999,1.292574,1.7485279999999999,2.086283,2.44311,2.961665,3.196166,5.15967,3.89601
1,0.258696,0.241565,0.245474,0.25649299999999997,0.251227,0.25725,0.278738,0.280049,0.28585699999999997,0.324878,0.314436,0.337934,0.380755,0.397425,0.42591199999999996,0.491177,0.46432199999999996,0.5893309999999999,0.542639,0.896301,1.2492649999999998,2.769879,3.659563,2.4730119999999998,2.7516309999999997,3.191985,3.6553989999999996,3.9705519999999996
1,0.266691,0.325843,0.322623,0.316291,0.322219,0.26023999999999997,0.28377399999999997,0.301529,0.297242,0.31861999999999996,0.313413,0.362853,0.399815,0.5057309999999999,0.532192,0.527592,0.547468,0.568028,0.622367,0.9559129999999999,1.380226,1.714394,2.129007,2.4239889999999997,3.604008,3.396198,5.341254,4.018293
1,0.827619,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.266698,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.23274799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.244547,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.272777,,,,,,,,,,,,,,,,,,,,,,,,,,,
